LandIndex,TileX,TileY,CropName,Growth,TimeToMature,SoilQuality
8249,82,48,Rice,0.81,77.2,0.4
8250,82,49,Corn,0.94,85.4,0.55
8251,82,50,Corn,0.81,73.9,0.45
8252,82,51,Soy,0.9,83.1,0.4
8253,82,52,Rice,0.93,63.5,0.78
8254,82,53,Rice,0.73,63.9,0.7
8255,82,54,Corn,0.84,68.6,0.78
8256,82,55,Barley,0.51,69.5,0.8
8257,82,56,Barley,0.75,78.8,0.53
8258,82,57,Soy,0.61,66.6,0.75
8259,82,58,Soy,0.56,64.2,0.74
8260,82,59,Soy,1.0,79.4,0.45
8261,82,60,Soy,1.0,89.9,0.71
8262,82,61,Corn,0.61,89.8,0.86
8263,82,62,Soy,0.95,87.7,0.71
8264,82,63,Barley,0.95,61.9,0.5
8265,82,64,Wheat,0.99,82.9,0.72
8266,82,65,Barley,0.7,71.5,0.65
8267,82,66,Soy,0.97,84.7,0.78
8268,82,67,Corn,0.89,61.5,0.46
8269,82,68,Rice,0.87,85.1,0.4
8270,82,69,Wheat,0.62,78.6,0.56
8271,82,70,Wheat,0.75,62.4,0.68
8272,82,71,Soy,0.89,88.8,0.36
8273,82,72,Soy,0.92,86.2,0.46
8274,82,73,Wheat,0.6,80.7,0.4
8275,82,74,Corn,0.66,71.1,0.76
8276,82,75,Wheat,0.58,75.3,0.72
8277,82,76,Corn,0.58,60.8,0.68
8278,82,77,Barley,0.61,80.2,0.58
8279,82,78,Soy,0.95,88.7,0.57
8280,82,79,Corn,0.68,66.6,0.61
8281,82,80,Wheat,0.75,72.2,0.79
8282,82,81,Barley,0.51,85.9,0.66
8283,82,82,Wheat,0.88,62.0,0.75
8284,82,83,Barley,0.64,69.6,0.46
8285,82,84,Rice,0.85,88.2,0.59
8286,82,85,Barley,0.6,83.1,0.68
8287,82,86,Corn,0.69,62.4,0.49
8288,82,87,Rice,0.76,73.9,0.61
8289,82,88,Barley,0.82,75.4,0.8
8290,82,89,Barley,0.58,82.2,0.35
8291,82,90,Corn,0.72,66.4,0.79
8292,82,91,Soy,0.51,67.1,0.66
8293,82,92,Soy,0.57,85.6,0.55
8294,82,93,Soy,0.66,66.7,0.64
8295,82,94,Rice,0.97,73.4,0.66
8296,82,95,Soy,0.94,80.9,0.77
8297,82,96,Rice,0.76,75.7,0.78
8298,82,97,Soy,0.8,87.5,0.74
8299,82,98,Corn,0.64,75.3,0.31
8300,82,99,Rice,0.83,66.2,0.63
8301,83,0,Soy,0.62,84.9,0.56
8302,83,1,Wheat,0.5,83.4,0.65
8303,83,2,Soy,0.98,66.1,0.66
8304,83,3,Wheat,0.69,83.1,0.67
8305,83,4,Wheat,0.76,69.7,0.51
8306,83,5,Barley,0.55,77.0,0.57
8307,83,6,Soy,0.76,89.1,0.31
8308,83,7,Barley,0.95,61.3,0.86
8309,83,8,Barley,0.94,65.1,0.89
8310,83,9,Rice,0.79,78.2,0.54
8311,83,10,Wheat,0.93,61.5,0.55
8312,83,11,Barley,0.68,63.3,0.58
8313,83,12,Soy,0.6,78.4,0.48
8314,83,13,Corn,0.71,85.2,0.56
8315,83,14,Soy,0.9,76.4,0.52
8316,83,15,Wheat,0.85,65.6,0.31
8317,83,16,Rice,0.69,63.9,0.38
8318,83,17,Soy,0.67,84.6,0.35
8319,83,18,Soy,0.98,87.1,0.44
8320,83,19,Barley,0.63,82.6,0.36
8321,83,20,Soy,0.65,66.6,0.44
8322,83,21,Wheat,0.67,70.6,0.3
8323,83,22,Corn,0.89,72.9,0.89
8324,83,23,Barley,0.93,63.7,0.37
8325,83,24,Soy,0.61,67.6,0.8
8326,83,25,Corn,0.7,81.8,0.36
8327,83,26,Soy,0.93,83.5,0.49
8328,83,27,Rice,0.66,65.5,0.86
8329,83,28,Wheat,0.7,69.8,0.49
8330,83,29,Rice,0.78,74.8,0.69
8331,83,30,Barley,0.82,65.3,0.49
8332,83,31,Corn,0.65,85.9,0.87
8333,83,32,Rice,0.79,69.1,0.31
8334,83,33,Soy,0.86,67.4,0.45
8335,83,34,Rice,0.55,86.8,0.55
8336,83,35,Corn,1.0,80.2,0.79
8337,83,36,Soy,0.97,75.4,0.64
8338,83,37,Barley,0.58,63.2,0.84
8339,83,38,Rice,0.67,64.4,0.83
8340,83,39,Wheat,0.64,66.7,0.87
8341,83,40,Corn,0.51,66.6,0.41
8342,83,41,Wheat,0.75,86.6,0.55
8343,83,42,Soy,0.58,88.3,0.56
8344,83,43,Wheat,0.57,72.5,0.37
8345,83,44,Corn,0.61,66.0,0.87
8346,83,45,Corn,0.88,68.2,0.52
8347,83,46,Wheat,0.56,60.7,0.68
8348,83,47,Wheat,0.81,66.5,0.66
8349,83,48,Soy,0.65,60.5,0.44
8350,83,49,Wheat,0.53,88.9,0.64
8351,83,50,Corn,0.99,78.7,0.45
8352,83,51,Wheat,0.82,80.2,0.47
8353,83,52,Barley,0.6,62.5,0.63
8354,83,53,Corn,0.75,73.8,0.57
8355,83,54,Corn,0.69,73.0,0.55
8356,83,55,Soy,0.59,85.1,0.54
8357,83,56,Soy,0.98,83.4,0.75
8358,83,57,Rice,0.93,72.5,0.47
8359,83,58,Soy,0.68,81.8,0.49
8360,83,59,Barley,0.91,62.6,0.65
8361,83,60,Soy,0.59,67.6,0.88
8362,83,61,Rice,0.54,65.1,0.47
8363,83,62,Corn,0.76,81.8,0.55
8364,83,63,Soy,0.7,86.5,0.38
8365,83,64,Rice,0.53,78.6,0.68
8366,83,65,Soy,0.82,80.0,0.45
8367,83,66,Soy,0.91,77.7,0.62
8368,83,67,Corn,0.76,77.7,0.55
8369,83,68,Rice,0.53,66.4,0.77
8370,83,69,Soy,0.69,60.6,0.8
8371,83,70,Corn,0.63,65.8,0.74
8372,83,71,Rice,0.57,69.6,0.57
8373,83,72,Wheat,0.75,72.0,0.55
8374,83,73,Rice,0.53,81.6,0.55
8375,83,74,Soy,0.53,60.5,0.6
8376,83,75,Soy,0.89,77.4,0.67
8377,83,76,Rice,0.71,68.8,0.49
8378,83,77,Corn,0.87,65.4,0.74
8379,83,78,Rice,0.66,68.5,0.84
8380,83,79,Soy,0.68,71.0,0.34
8381,83,80,Soy,0.71,85.5,0.31
8382,83,81,Barley,0.65,67.5,0.71
8383,83,82,Corn,0.78,75.8,0.69
8384,83,83,Barley,0.54,82.1,0.58
8385,83,84,Soy,0.78,87.8,0.8
8386,83,85,Corn,0.86,61.0,0.75
8387,83,86,Corn,1.0,83.3,0.88
8388,83,87,Corn,0.82,67.4,0.8
8389,83,88,Rice,0.85,85.2,0.35
8390,83,89,Rice,0.8,64.4,0.55
8391,83,90,Soy,0.98,80.1,0.51
8392,83,91,Corn,0.9,82.2,0.8
8393,83,92,Corn,0.81,75.6,0.44
8394,83,93,Corn,0.67,70.3,0.37
8395,83,94,Rice,0.66,64.7,0.35
8396,83,95,Soy,0.88,63.1,0.64
8397,83,96,Corn,0.96,82.7,0.48
8398,83,97,Corn,0.99,61.8,0.41
8399,83,98,Wheat,0.63,77.5,0.85
8400,83,99,Barley,0.8,60.9,0.31
8401,84,0,Rice,0.85,73.8,0.56
8402,84,1,Wheat,0.71,64.2,0.59
8403,84,2,Soy,0.55,79.5,0.62
8404,84,3,Barley,0.64,67.4,0.76
8405,84,4,Soy,0.76,70.5,0.3
8406,84,5,Rice,0.56,82.8,0.44
8407,84,6,Soy,0.66,78.1,0.77
8408,84,7,Corn,0.63,81.7,0.5
8409,84,8,Corn,0.68,80.9,0.65
8410,84,9,Soy,0.84,86.7,0.47
8411,84,10,Soy,0.74,83.4,0.35
8412,84,11,Soy,0.69,81.9,0.45
8413,84,12,Soy,0.64,62.0,0.79
8414,84,13,Corn,0.84,63.5,0.5
8415,84,14,Wheat,0.84,76.3,0.63
8416,84,15,Wheat,0.72,70.0,0.31
8417,84,16,Soy,0.64,75.3,0.61
8418,84,17,Soy,0.9,81.9,0.73
8419,84,18,Barley,0.93,69.8,0.65
8420,84,19,Soy,0.92,85.9,0.31
8421,84,20,Wheat,0.7,72.9,0.31
8422,84,21,Rice,0.63,69.9,0.83
8423,84,22,Rice,0.92,75.4,0.43
8424,84,23,Soy,0.99,75.4,0.71
8425,84,24,Soy,0.6,85.8,0.32
8426,84,25,Rice,0.82,65.7,0.48
8427,84,26,Barley,0.66,75.6,0.49
8428,84,27,Wheat,0.74,84.3,0.81
8429,84,28,Soy,0.79,80.0,0.78
8430,84,29,Soy,0.77,76.7,0.8
8431,84,30,Barley,0.88,85.5,0.87
8432,84,31,Wheat,0.99,83.2,0.52
8433,84,32,Soy,0.54,61.9,0.43
8434,84,33,Wheat,0.84,73.4,0.74
8435,84,34,Wheat,0.76,81.1,0.35
8436,84,35,Rice,0.7,79.2,0.89
8437,84,36,Soy,0.83,70.1,0.75
8438,84,37,Rice,0.94,73.2,0.47
8439,84,38,Wheat,0.81,75.2,0.77
8440,84,39,Soy,0.91,72.9,0.85
8441,84,40,Corn,0.65,82.3,0.39
8442,84,41,Corn,0.72,74.8,0.7
8443,84,42,Barley,0.59,83.9,0.39
8444,84,43,Rice,0.79,73.6,0.64
8445,84,44,Wheat,0.87,61.3,0.41
8446,84,45,Corn,0.79,85.8,0.61
8447,84,46,Soy,0.96,82.0,0.6
8448,84,47,Wheat,0.93,65.2,0.48
8449,84,48,Barley,0.71,70.2,0.33
8450,84,49,Wheat,0.79,61.9,0.77
8451,84,50,Barley,0.82,74.4,0.59
8452,84,51,Wheat,0.9,73.7,0.71
8453,84,52,Soy,0.54,65.4,0.82
8454,84,53,Rice,0.9,65.6,0.45
8455,84,54,Corn,0.53,67.3,0.65
8456,84,55,Wheat,0.86,81.3,0.79
8457,84,56,Wheat,0.73,69.8,0.86
8458,84,57,Soy,0.62,77.4,0.34
8459,84,58,Soy,0.85,67.2,0.39
8460,84,59,Corn,0.94,85.8,0.37
8461,84,60,Wheat,0.91,80.8,0.36
8462,84,61,Soy,0.6,89.6,0.85
8463,84,62,Rice,0.8,86.0,0.68
8464,84,63,Barley,0.83,64.0,0.83
8465,84,64,Barley,0.53,81.2,0.56
8466,84,65,Soy,0.66,68.6,0.84
8467,84,66,Corn,0.55,77.8,0.68
8468,84,67,Soy,0.71,79.4,0.78
8469,84,68,Soy,0.86,82.6,0.65
8470,84,69,Barley,0.9,75.3,0.48
8471,84,70,Soy,0.88,71.2,0.64
8472,84,71,Corn,0.64,88.4,0.74
8473,84,72,Barley,0.57,70.1,0.7
8474,84,73,Barley,0.94,68.8,0.58
8475,84,74,Barley,0.87,69.4,0.31
8476,84,75,Rice,0.88,84.7,0.65
8477,84,76,Wheat,0.64,79.0,0.86
8478,84,77,Soy,0.79,65.5,0.86
8479,84,78,Rice,0.95,65.9,0.82
8480,84,79,Soy,0.92,63.4,0.67
8481,84,80,Corn,0.63,72.6,0.61
8482,84,81,Wheat,0.98,74.3,0.31
8483,84,82,Soy,0.69,70.5,0.51
8484,84,83,Soy,0.79,71.8,0.81
8485,84,84,Wheat,0.87,78.3,0.4
8486,84,85,Corn,0.63,76.4,0.78
8487,84,86,Corn,0.7,73.2,0.46
8488,84,87,Soy,0.96,74.9,0.63
8489,84,88,Wheat,0.54,83.8,0.48
8490,84,89,Barley,0.51,75.5,0.46
8491,84,90,Barley,0.98,88.7,0.82
8492,84,91,Rice,0.94,76.6,0.71
8493,84,92,Wheat,0.9,69.8,0.43
8494,84,93,Corn,0.67,88.3,0.59
8495,84,94,Rice,0.69,62.9,0.61
8496,84,95,Corn,0.95,86.2,0.74
8497,84,96,Rice,0.99,63.7,0.71
8498,84,97,Corn,0.53,79.3,0.7
8499,84,98,Soy,0.73,86.7,0.53
8500,84,99,Corn,0.7,63.2,0.44
8501,85,0,Wheat,0.87,90.0,0.6
8502,85,1,Rice,0.75,74.5,0.75
8503,85,2,Barley,0.54,74.7,0.84
8504,85,3,Soy,0.58,70.3,0.74
8505,85,4,Corn,0.65,71.9,0.54
8506,85,5,Barley,0.89,73.7,0.87
8507,85,6,Rice,0.89,65.4,0.82
8508,85,7,Soy,0.89,74.6,0.84
8509,85,8,Soy,0.89,77.9,0.47
8510,85,9,Soy,0.71,60.8,0.89
8511,85,10,Barley,0.81,82.3,0.46
8512,85,11,Rice,0.57,76.8,0.4
8513,85,12,Corn,0.61,63.3,0.43
8514,85,13,Rice,0.66,85.3,0.69
8515,85,14,Soy,0.76,74.9,0.54
8516,85,15,Rice,0.59,72.8,0.4
8517,85,16,Corn,0.94,71.5,0.75
8518,85,17,Rice,0.81,83.5,0.38
8519,85,18,Soy,0.77,62.4,0.34
8520,85,19,Soy,0.51,81.2,0.81
8521,85,20,Corn,0.78,79.1,0.63
8522,85,21,Wheat,0.96,72.7,0.68
8523,85,22,Rice,0.61,88.5,0.9
8524,85,23,Soy,0.61,76.5,0.87
8525,85,24,Rice,0.96,77.9,0.55
8526,85,25,Corn,0.92,82.9,0.6
8527,85,26,Barley,0.84,78.8,0.34
8528,85,27,Barley,0.87,85.3,0.59
8529,85,28,Soy,0.53,66.9,0.47
8530,85,29,Corn,0.88,83.6,0.75
8531,85,30,Corn,0.87,61.9,0.52
8532,85,31,Rice,0.52,80.5,0.31
8533,85,32,Soy,0.89,89.6,0.73
8534,85,33,Barley,0.82,80.6,0.42
8535,85,34,Corn,0.79,69.9,0.46
8536,85,35,Corn,0.76,75.2,0.35
8537,85,36,Barley,0.76,89.8,0.77
8538,85,37,Rice,0.62,74.4,0.45
8539,85,38,Rice,0.5,83.6,0.76
8540,85,39,Rice,0.98,65.5,0.31
8541,85,40,Rice,0.73,85.2,0.69
8542,85,41,Soy,0.52,65.3,0.37
8543,85,42,Rice,0.67,89.8,0.55
8544,85,43,Rice,0.69,63.2,0.49
8545,85,44,Soy,0.94,71.4,0.77
8546,85,45,Corn,0.67,81.1,0.78
8547,85,46,Wheat,0.94,82.4,0.81
8548,85,47,Rice,0.72,69.2,0.31
8549,85,48,Wheat,0.58,77.9,0.81
8550,85,49,Barley,0.64,62.6,0.45
8551,85,50,Wheat,0.92,61.1,0.8
8552,85,51,Barley,0.58,64.1,0.8
8553,85,52,Wheat,0.81,71.9,0.43
8554,85,53,Rice,0.86,74.7,0.45
8555,85,54,Wheat,0.66,63.0,0.4
8556,85,55,Corn,0.9,73.2,0.41
8557,85,56,Wheat,0.66,87.3,0.87
8558,85,57,Barley,0.64,77.8,0.53
8559,85,58,Corn,0.54,69.2,0.32
8560,85,59,Wheat,0.79,65.6,0.5
8561,85,60,Barley,0.77,75.4,0.33
8562,85,61,Barley,0.83,67.2,0.89
8563,85,62,Rice,0.73,88.3,0.7
8564,85,63,Barley,0.6,69.8,0.61
8565,85,64,Corn,0.55,61.4,0.37
8566,85,65,Soy,0.75,83.5,0.46
8567,85,66,Barley,0.77,83.7,0.76
8568,85,67,Corn,0.97,86.7,0.84
8569,85,68,Soy,0.75,84.6,0.79
8570,85,69,Wheat,0.97,68.9,0.7
8571,85,70,Barley,0.82,82.9,0.63
8572,85,71,Rice,0.58,85.7,0.58
8573,85,72,Wheat,0.54,85.4,0.39
8574,85,73,Rice,0.98,73.6,0.37
8575,85,74,Corn,0.6,81.1,0.78
8576,85,75,Corn,0.67,87.9,0.77
8577,85,76,Soy,0.52,78.8,0.31
8578,85,77,Rice,0.64,69.6,0.61
8579,85,78,Corn,0.98,62.4,0.39
8580,85,79,Rice,0.55,63.4,0.76
8581,85,80,Corn,0.95,74.4,0.41
8582,85,81,Rice,0.53,78.1,0.61
8583,85,82,Soy,0.83,65.4,0.7
8584,85,83,Wheat,0.75,65.6,0.53
8585,85,84,Barley,0.87,63.5,0.7
8586,85,85,Corn,0.89,69.6,0.85
8587,85,86,Rice,0.84,77.4,0.73
8588,85,87,Corn,0.6,80.6,0.49
8589,85,88,Corn,0.82,87.3,0.51
8590,85,89,Barley,0.81,77.9,0.5
8591,85,90,Soy,0.93,66.9,0.59
8592,85,91,Barley,0.56,81.8,0.35
8593,85,92,Wheat,0.8,86.8,0.31
8594,85,93,Wheat,0.6,66.3,0.49
8595,85,94,Wheat,0.83,83.2,0.79
8596,85,95,Wheat,0.76,84.2,0.82
8597,85,96,Wheat,0.59,69.2,0.75
8598,85,97,Rice,0.56,75.0,0.41
8599,85,98,Corn,0.85,72.5,0.6
8600,85,99,Rice,0.91,67.5,0.6
8601,86,0,Rice,0.69,75.5,0.42
8602,86,1,Barley,0.81,86.2,0.52
8603,86,2,Barley,0.9,62.1,0.48
8604,86,3,Rice,0.86,87.3,0.45
8605,86,4,Wheat,0.86,61.7,0.54
8606,86,5,Soy,0.78,73.4,0.49
8607,86,6,Corn,0.57,60.8,0.86
8608,86,7,Wheat,0.97,81.7,0.68
8609,86,8,Barley,0.65,63.4,0.65
8610,86,9,Rice,0.56,85.1,0.55
8611,86,10,Barley,0.93,86.9,0.57
8612,86,11,Corn,0.94,72.1,0.57
8613,86,12,Rice,0.94,89.6,0.31
8614,86,13,Soy,0.76,71.9,0.87
8615,86,14,Rice,0.65,73.7,0.73
8616,86,15,Barley,0.91,72.6,0.63
8617,86,16,Wheat,0.96,76.3,0.44
8618,86,17,Barley,0.51,87.6,0.3
8619,86,18,Corn,0.95,63.2,0.47
8620,86,19,Soy,0.62,71.8,0.77
8621,86,20,Corn,0.9,70.7,0.88
8622,86,21,Corn,0.91,63.0,0.76
8623,86,22,Wheat,0.78,83.3,0.56
8624,86,23,Barley,0.72,64.2,0.81
8625,86,24,Wheat,0.61,61.4,0.9
8626,86,25,Wheat,0.62,89.2,0.48
8627,86,26,Rice,0.75,80.9,0.55
8628,86,27,Barley,0.57,81.9,0.56
8629,86,28,Rice,0.84,77.3,0.53
8630,86,29,Barley,0.52,65.1,0.69
8631,86,30,Wheat,0.51,76.0,0.82
8632,86,31,Soy,0.76,83.3,0.82
8633,86,32,Rice,0.63,81.3,0.36
8634,86,33,Barley,0.74,79.3,0.32
8635,86,34,Rice,0.78,62.5,0.56
8636,86,35,Barley,0.66,79.4,0.39
8637,86,36,Rice,0.94,62.0,0.34
8638,86,37,Soy,0.75,87.5,0.36
8639,86,38,Barley,0.91,85.6,0.68
8640,86,39,Soy,0.95,60.7,0.51
8641,86,40,Soy,0.94,66.4,0.68
8642,86,41,Soy,0.53,77.1,0.33
8643,86,42,Rice,0.52,61.3,0.86
8644,86,43,Corn,0.8,87.3,0.88
8645,86,44,Wheat,0.71,87.0,0.86
8646,86,45,Corn,0.89,65.1,0.44
8647,86,46,Corn,0.98,87.6,0.82
8648,86,47,Rice,0.53,81.1,0.53
8649,86,48,Corn,0.82,73.9,0.72
8650,86,49,Corn,0.8,73.8,0.41
8651,86,50,Rice,0.93,69.4,0.55
8652,86,51,Wheat,0.66,77.6,0.84
8653,86,52,Wheat,0.76,78.1,0.57
8654,86,53,Corn,0.97,65.1,0.86
8655,86,54,Wheat,1.0,74.5,0.51
8656,86,55,Rice,0.78,63.3,0.66
8657,86,56,Soy,0.6,83.2,0.57
8658,86,57,Barley,0.9,83.9,0.38
8659,86,58,Rice,0.69,85.7,0.59
8660,86,59,Wheat,0.96,61.4,0.52
8661,86,60,Corn,0.9,80.0,0.42
8662,86,61,Wheat,0.97,86.3,0.55
8663,86,62,Corn,0.61,70.1,0.47
8664,86,63,Barley,0.71,83.8,0.45
8665,86,64,Soy,0.62,60.2,0.82
8666,86,65,Soy,0.97,80.0,0.76
8667,86,66,Rice,0.87,67.2,0.71
8668,86,67,Barley,0.51,62.3,0.52
8669,86,68,Rice,0.64,75.0,0.44
8670,86,69,Barley,0.87,71.0,0.68
8671,86,70,Barley,0.84,77.9,0.47
8672,86,71,Soy,0.52,85.7,0.75
8673,86,72,Barley,0.69,71.8,0.59
8674,86,73,Barley,0.9,87.8,0.85
8675,86,74,Wheat,0.67,68.1,0.84
8676,86,75,Barley,0.62,83.3,0.57
8677,86,76,Soy,0.86,79.2,0.87
8678,86,77,Soy,0.83,75.5,0.7
8679,86,78,Soy,0.51,73.5,0.66
8680,86,79,Corn,0.95,87.4,0.36
8681,86,80,Rice,0.74,79.5,0.89
8682,86,81,Barley,0.93,70.8,0.35
8683,86,82,Corn,0.7,76.6,0.46
8684,86,83,Soy,0.69,76.5,0.4
8685,86,84,Soy,0.56,86.3,0.33
8686,86,85,Soy,0.9,61.2,0.9
8687,86,86,Barley,0.5,73.2,0.49
8688,86,87,Corn,0.64,75.3,0.33
8689,86,88,Corn,0.54,64.6,0.37
8690,86,89,Wheat,0.86,60.0,0.44
8691,86,90,Rice,0.86,60.1,0.32
8692,86,91,Soy,0.66,89.5,0.39
8693,86,92,Wheat,0.85,62.3,0.32
8694,86,93,Barley,0.62,62.7,0.4
8695,86,94,Wheat,0.66,63.7,0.57
8696,86,95,Soy,0.9,89.7,0.89
8697,86,96,Wheat,0.87,82.3,0.71
8698,86,97,Soy,0.89,72.3,0.62
8699,86,98,Wheat,0.56,89.6,0.89
8700,86,99,Soy,0.57,76.8,0.72
8701,87,0,Corn,0.65,84.2,0.52
8702,87,1,Wheat,0.55,62.3,0.78
8703,87,2,Corn,0.76,88.2,0.59
8704,87,3,Rice,0.77,88.6,0.32
8705,87,4,Rice,0.67,85.9,0.68
8706,87,5,Rice,0.71,64.8,0.74
8707,87,6,Wheat,0.55,60.1,0.89
8708,87,7,Rice,0.84,87.0,0.36
8709,87,8,Corn,0.63,69.2,0.49
8710,87,9,Corn,0.89,70.9,0.73
8711,87,10,Rice,0.89,74.1,0.69
8712,87,11,Rice,0.8,69.5,0.61
8713,87,12,Barley,0.72,77.8,0.41
8714,87,13,Barley,0.6,72.1,0.43
8715,87,14,Wheat,0.97,82.0,0.88
8716,87,15,Barley,0.95,61.0,0.36
8717,87,16,Corn,0.88,66.2,0.74
8718,87,17,Corn,0.96,87.4,0.3
8719,87,18,Wheat,0.95,61.4,0.37
8720,87,19,Wheat,0.76,74.3,0.81
8721,87,20,Soy,0.6,65.4,0.49
8722,87,21,Barley,0.6,83.4,0.9
8723,87,22,Soy,0.75,75.6,0.74
8724,87,23,Rice,0.86,81.6,0.52
8725,87,24,Corn,0.7,84.9,0.56
8726,87,25,Wheat,0.7,82.5,0.44
8727,87,26,Rice,0.54,72.3,0.79
8728,87,27,Soy,0.89,73.7,0.3
8729,87,28,Rice,0.59,79.7,0.44
8730,87,29,Rice,0.95,82.4,0.82
8731,87,30,Wheat,0.59,71.2,0.88
8732,87,31,Barley,0.87,83.3,0.56
8733,87,32,Wheat,0.87,60.1,0.8
8734,87,33,Wheat,0.93,87.4,0.79
8735,87,34,Barley,0.76,77.9,0.76
8736,87,35,Barley,0.7,77.0,0.81
8737,87,36,Wheat,0.55,76.8,0.87
8738,87,37,Barley,0.92,61.2,0.33
8739,87,38,Corn,0.71,88.5,0.52
8740,87,39,Rice,0.99,82.9,0.72
8741,87,40,Rice,0.65,81.5,0.42
8742,87,41,Soy,0.72,81.0,0.62
8743,87,42,Wheat,0.71,76.3,0.67
8744,87,43,Rice,0.74,78.7,0.4
8745,87,44,Rice,0.61,87.7,0.71
8746,87,45,Rice,0.64,70.8,0.32
8747,87,46,Barley,0.73,77.9,0.32
8748,87,47,Barley,0.89,71.7,0.74
8749,87,48,Rice,0.87,63.6,0.69
8750,87,49,Corn,0.59,64.3,0.76
8751,87,50,Barley,0.77,61.9,0.31
8752,87,51,Rice,0.76,71.7,0.35
8753,87,52,Soy,0.79,70.5,0.48
8754,87,53,Rice,0.66,63.7,0.36
8755,87,54,Wheat,0.86,73.5,0.5
8756,87,55,Rice,0.64,66.4,0.64
8757,87,56,Wheat,0.66,63.0,0.63
8758,87,57,Soy,0.6,69.7,0.35
8759,87,58,Soy,0.58,80.2,0.34
8760,87,59,Corn,0.94,61.1,0.33
8761,87,60,Rice,0.7,80.6,0.83
8762,87,61,Barley,0.88,64.3,0.76
8763,87,62,Corn,0.88,87.3,0.79
8764,87,63,Corn,0.79,62.9,0.31
8765,87,64,Wheat,0.91,65.7,0.73
8766,87,65,Corn,0.5,66.8,0.68
8767,87,66,Corn,0.58,79.9,0.36
8768,87,67,Corn,0.93,84.3,0.65
8769,87,68,Wheat,0.97,75.9,0.34
8770,87,69,Soy,0.76,82.3,0.57
8771,87,70,Corn,0.85,86.6,0.71
8772,87,71,Soy,0.58,78.3,0.34
8773,87,72,Soy,0.84,69.3,0.61
8774,87,73,Wheat,0.82,64.6,0.71
8775,87,74,Soy,0.55,77.7,0.33
8776,87,75,Wheat,0.89,85.1,0.82
8777,87,76,Corn,0.52,65.7,0.51
8778,87,77,Barley,0.99,90.0,0.49
8779,87,78,Wheat,0.98,63.8,0.37
8780,87,79,Barley,0.89,61.2,0.89
8781,87,80,Corn,0.74,80.6,0.65
8782,87,81,Barley,0.65,71.0,0.65
8783,87,82,Rice,0.67,80.1,0.67
8784,87,83,Rice,0.55,65.4,0.55
8785,87,84,Corn,0.86,65.6,0.53
8786,87,85,Soy,0.98,75.1,0.63
8787,87,86,Soy,0.62,88.4,0.4
8788,87,87,Wheat,0.99,71.3,0.65
8789,87,88,Rice,0.73,62.2,0.6
8790,87,89,Wheat,0.57,82.1,0.39
8791,87,90,Corn,0.89,87.7,0.77
8792,87,91,Barley,0.92,70.9,0.35
8793,87,92,Rice,0.67,73.7,0.44
8794,87,93,Soy,0.98,88.5,0.4
8795,87,94,Wheat,0.77,82.4,0.57
8796,87,95,Barley,0.52,80.1,0.72
8797,87,96,Soy,0.67,63.9,0.45
8798,87,97,Soy,0.88,77.4,0.39
8799,87,98,Corn,0.6,85.8,0.64
8800,87,99,Soy,0.57,81.8,0.7
8801,88,0,Soy,0.81,63.5,0.87
8802,88,1,Soy,0.65,80.1,0.66
8803,88,2,Barley,0.81,84.1,0.64
8804,88,3,Barley,0.66,71.4,0.58
8805,88,4,Soy,0.89,82.6,0.47
8806,88,5,Corn,0.71,81.4,0.87
8807,88,6,Soy,0.99,70.0,0.73
8808,88,7,Rice,0.69,82.3,0.58
8809,88,8,Rice,0.57,79.2,0.62
8810,88,9,Wheat,0.82,69.4,0.87
8811,88,10,Rice,0.86,76.1,0.59
8812,88,11,Wheat,0.67,73.7,0.9
8813,88,12,Wheat,0.87,61.5,0.64
8814,88,13,Wheat,0.67,80.5,0.85
8815,88,14,Wheat,0.55,64.1,0.73
8816,88,15,Soy,0.54,67.3,0.37
8817,88,16,Barley,0.74,88.7,0.67
8818,88,17,Rice,0.99,66.9,0.87
8819,88,18,Rice,0.77,71.8,0.5
8820,88,19,Rice,0.77,88.8,0.51
8821,88,20,Wheat,0.93,82.5,0.37
8822,88,21,Corn,0.97,80.4,0.61
8823,88,22,Barley,0.59,84.6,0.48
8824,88,23,Corn,0.57,61.8,0.76
8825,88,24,Corn,0.84,86.6,0.42
8826,88,25,Rice,0.81,67.6,0.74
8827,88,26,Corn,0.67,64.6,0.55
8828,88,27,Soy,0.95,84.9,0.86
8829,88,28,Corn,0.77,68.4,0.64
8830,88,29,Corn,0.59,67.2,0.83
8831,88,30,Rice,0.69,83.7,0.45
8832,88,31,Corn,0.94,61.7,0.87
8833,88,32,Wheat,0.51,62.3,0.43
8834,88,33,Barley,0.92,84.4,0.87
8835,88,34,Soy,0.98,72.6,0.83
8836,88,35,Barley,0.68,85.4,0.42
8837,88,36,Wheat,0.64,83.7,0.69
8838,88,37,Corn,0.58,76.7,0.52
8839,88,38,Rice,0.52,82.5,0.54
8840,88,39,Barley,0.84,64.3,0.32
8841,88,40,Corn,0.59,65.7,0.8
8842,88,41,Barley,0.95,85.3,0.46
8843,88,42,Corn,0.73,70.2,0.76
8844,88,43,Rice,0.99,60.1,0.65
8845,88,44,Wheat,0.99,88.6,0.88
8846,88,45,Barley,0.9,81.4,0.42
8847,88,46,Soy,0.72,85.4,0.49
8848,88,47,Wheat,0.73,87.4,0.4
8849,88,48,Rice,0.98,78.9,0.8
8850,88,49,Soy,0.86,75.1,0.5
